"","Store","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval","StateCode","StateName","AirportCode","CompetitionOpenDate","Promo2StartDate"
"799",799,"a","a",1950,7,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-07-01,NA
"800",800,"d","c",670,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",NA,2011-10-03
"801",801,"c","c",2700,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec","BW","Baden-Wurttemberg","STR",NA,2011-02-28
"802",802,"c","c",1540,NA,NA,1,1,2012,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",NA,2012-01-02
"803",803,"a","a",2050,3,2007,0,NA,NA,"","HE","Hesse","FRA",2007-03-01,NA
"804",804,"a","c",1480,9,2011,1,1,2012,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2011-09-01,2012-01-02
"805",805,"d","c",1390,NA,NA,1,9,2011,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",NA,2011-02-28
"806",806,"a","a",170,7,2013,1,27,2013,"Jan,Apr,Jul,Oct","NWRP","","DUS",2013-07-01,2013-07-08
"807",807,"d","a",5190,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-01-07
"808",808,"a","c",150,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"809",809,"a","a",27150,NA,NA,0,NA,NA,"","SN","Saxony","DRS",NA,NA
"810",810,"a","a",13020,8,2003,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2003-08-01,2014-10-06
"811",811,"d","c",6210,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-01-07
"812",812,"a","a",190,9,2011,0,NA,NA,"","NWRP","","DUS",2011-09-01,NA
"813",813,"d","a",450,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2011-10-03
"814",814,"b","b",840,NA,NA,1,48,2012,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2012-11-26
"815",815,"a","c",60,6,2015,0,NA,NA,"","NWRP","","DUS",2015-06-01,NA
"816",816,"a","c",4150,NA,NA,0,NA,NA,"","BW","Baden-Wurttemberg","STR",NA,NA
"817",817,"d","c",250,NA,NA,1,27,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2012-07-02
"818",818,"a","c",18710,4,2015,0,NA,NA,"","SN","Saxony","DRS",2015-04-01,NA
"819",819,"a","a",18620,NA,NA,1,31,2009,"Feb,May,Aug,Nov","SN","Saxony","DRS",NA,2009-08-03
"820",820,"d","c",5140,5,2010,0,NA,NA,"","HE","Hesse","FRA",2010-05-01,NA
"821",821,"c","c",1130,6,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-06-01,NA
"822",822,"c","c",8190,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"823",823,"c","a",210,NA,NA,1,36,2013,"Mar,Jun,Sept,Dec","NWRP","","DUS",NA,2013-09-09
"824",824,"a","c",370,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec","NWRP","","DUS",NA,2012-05-28
"825",825,"a","c",200,4,2013,1,14,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2013-04-01,2013-04-08
"826",826,"a","a",160,8,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-08-01,NA
"827",827,"a","c",2100,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"828",828,"d","a",2610,7,2006,1,14,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2006-07-01,2011-04-04
"829",829,"a","a",3470,3,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-03-01,NA
"830",830,"c","a",2550,10,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-10-01,NA
"831",831,"d","c",8970,12,2007,1,22,2012,"Feb,May,Aug,Nov","BW","Baden-Wurttemberg","STR",2007-12-01,2012-05-28
"832",832,"d","c",9640,11,2013,0,NA,NA,"","NWRP","","DUS",2013-11-01,NA
"833",833,"a","a",2390,9,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-09-01,NA
"834",834,"a","a",26450,NA,NA,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",NA,NA
"835",835,"d","a",17280,10,2009,1,18,2011,"Feb,May,Aug,Nov","NWRP","","DUS",2009-10-01,2011-05-02
"836",836,"d","c",4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2010-03-01,2011-04-04
"837",837,"d","c",7890,NA,NA,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2009-09-14
"838",838,"c","a",3490,4,2011,1,22,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2011-04-01,2012-05-28
"839",839,"c","c",550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",1999-10-01,2009-11-09
"840",840,"d","c",9560,NA,NA,1,36,2013,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2013-09-09
"841",841,"a","c",350,11,2006,0,NA,NA,"","BEHBHHNISH","","HAM",2006-11-01,NA
"842",842,"c","a",4770,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",NA,2010-03-29
"843",843,"d","a",20260,NA,NA,1,18,2014,"Mar,Jun,Sept,Dec","NWRP","","DUS",NA,2014-05-05
"844",844,"a","a",1690,4,2015,0,NA,NA,"","BBMVTH","","TXL ",2015-04-01,NA
"845",845,"a","c",7420,4,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-04-01,NA
"846",846,"c","a",4210,3,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-03-01,NA
"847",847,"d","c",6620,3,2012,1,10,2014,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",2012-03-01,2014-03-10
"848",848,"a","a",500,12,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-12-01,NA
"849",849,"c","c",8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec","SN","Saxony","DRS",2013-11-01,2014-03-10
"850",850,"d","c",10600,7,2005,1,45,2014,"Feb,May,Aug,Nov","HE","Hesse","FRA",2005-07-01,2014-11-10
"851",851,"a","a",18660,9,2002,0,NA,NA,"","BBMVTH","","TXL ",2002-09-01,NA
"852",852,"d","c",9800,7,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-07-01,NA
"853",853,"d","c",4330,2,2011,1,35,2011,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",2011-02-01,2011-08-29
"854",854,"d","c",29070,4,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-04-01,NA
"855",855,"a","a",40,8,2001,0,NA,NA,"","NWRP","","DUS",2001-08-01,NA
"856",856,"d","c",6540,NA,NA,1,14,2013,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2013-04-08
"857",857,"d","c",1690,7,2009,1,36,2013,"Mar,Jun,Sept,Dec","NWRP","","DUS",2009-07-01,2013-09-09
"858",858,"d","a",300,5,2014,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2014-05-01,2014-10-06
"859",859,"a","a",5950,4,2007,0,NA,NA,"","NWRP","","DUS",2007-04-01,NA
"860",860,"d","c",5540,10,2009,0,NA,NA,"","SN","Saxony","DRS",2009-10-01,NA
"861",861,"a","c",9720,8,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-08-01,NA
"862",862,"d","a",NA,NA,NA,0,NA,NA,"","SN","Saxony","DRS",NA,NA
"863",863,"d","c",1920,4,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-04-01,NA
"864",864,"d","a",2300,NA,NA,0,NA,NA,"","BBMVTH","","TXL ",NA,NA
"865",865,"d","a",6260,11,2009,0,NA,NA,"","NWRP","","DUS",2009-11-01,NA
"866",866,"a","a",310,12,2013,0,NA,NA,"","SN","Saxony","DRS",2013-12-01,NA
"867",867,"a","a",36410,4,2008,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2008-04-01,NA
"868",868,"a","c",50,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"869",869,"d","c",5210,5,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-05-01,NA
"870",870,"a","a",1100,6,2015,0,NA,NA,"","HE","Hesse","FRA",2015-06-01,NA
"871",871,"d","c",6910,4,2005,0,NA,NA,"","NWRP","","DUS",2005-04-01,NA
"872",872,"c","c",2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",2005-02-01,2013-08-05
"873",873,"d","c",1450,4,2005,1,45,2009,"Feb,May,Aug,Nov","BW","Baden-Wurttemberg","STR",2005-04-01,2009-11-09
"874",874,"a","a",6480,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"875",875,"d","a",6560,12,2013,0,NA,NA,"","SN","Saxony","DRS",2013-12-01,NA
"876",876,"a","a",4970,7,2015,0,NA,NA,"","NWRP","","DUS",2015-07-01,NA
"877",877,"c","c",380,5,2008,1,10,2014,"Mar,Jun,Sept,Dec","BBMVTH","","TXL ",2008-05-01,2014-03-10
"878",878,"a","a",910,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"879",879,"a","a",190,NA,NA,1,13,2010,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2010-03-29
"880",880,"a","a",2320,NA,NA,1,31,2013,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2013-08-05
"881",881,"a","c",14300,3,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-03-01,NA
"882",882,"d","c",450,4,2014,1,39,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2014-04-01,2010-09-27
"883",883,"a","c",2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2010-03-01,2011-04-04
"884",884,"d","c",540,11,2012,1,35,2010,"Mar,Jun,Sept,Dec","NWRP","","DUS",2012-11-01,2010-08-30
"885",885,"a","c",830,NA,NA,1,27,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-07-08
"886",886,"a","c",2630,9,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-09-01,NA
"887",887,"d","a",3200,1,2008,1,22,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-01-01,2011-05-30
"888",888,"a","a",480,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"889",889,"d","c",2210,11,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-11-01,NA
"890",890,"a","a",1110,5,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-05-01,NA
"891",891,"a","a",2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec","NWRP","","DUS",2007-12-01,2014-03-10
"892",892,"d","c",4270,NA,NA,1,1,2013,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2013-01-07
"893",893,"a","c",18050,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",NA,2011-04-04
"894",894,"a","a",2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",2013-08-01,2011-04-04
"895",895,"a","a",50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2005-12-01,2010-06-28
"896",896,"d","c",8400,4,2012,1,5,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2012-04-01,2013-02-04
"897",897,"a","a",100,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"898",898,"d","c",14620,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"899",899,"a","c",3110,3,2003,0,NA,NA,"","NWRP","","DUS",2003-03-01,NA
"900",900,"a","c",130,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",NA,2011-04-04
"901",901,"a","c",13620,NA,NA,1,10,2014,"Mar,Jun,Sept,Dec","NWRP","","DUS",NA,2014-03-10
"902",902,"a","a",30,7,2002,0,NA,NA,"","NWRP","","DUS",2002-07-01,NA
"903",903,"d","c",8460,NA,NA,0,NA,NA,"","HE","Hesse","FRA",NA,NA
"904",904,"a","a",2260,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2014-10-06
"905",905,"a","c",1680,NA,NA,1,45,2009,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2009-11-09
"906",906,"d","c",440,4,2014,0,NA,NA,"","BEHBHHNISH","","HAM",2014-04-01,NA
"907",907,"a","a",1100,6,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-06-01,NA
"908",908,"d","c",7520,7,2014,1,45,2009,"Feb,May,Aug,Nov","NWRP","","DUS",2014-07-01,2009-11-09
"909",909,"a","a",400,8,2013,0,NA,NA,"","BEHBHHNISH","","HAM",2013-08-01,NA
"910",910,"d","c",2770,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"911",911,"b","a",400,3,2006,0,NA,NA,"","BEHBHHNISH","","HAM",2006-03-01,NA
"912",912,"a","c",2330,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"913",913,"a","a",1160,9,2005,1,13,2010,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2005-09-01,2010-03-29
"914",914,"a","c",2900,7,1990,0,NA,NA,"","NWRP","","DUS",1990-07-01,NA
"915",915,"c","a",2460,1,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-01-01,NA
"916",916,"d","c",1100,12,2014,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2014-12-01,NA
"917",917,"c","c",340,NA,NA,0,NA,NA,"","HE","Hesse","FRA",NA,NA
"918",918,"d","a",2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",1995-11-01,2014-10-06
"919",919,"a","a",540,10,2011,0,NA,NA,"","BEHBHHNISH","","HAM",2011-10-01,NA
"920",920,"a","a",330,NA,NA,1,14,2011,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",NA,2011-04-04
"921",921,"d","c",4520,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"922",922,"a","a",14960,NA,NA,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",NA,NA
"923",923,"d","c",13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2010-06-01,2012-04-02
"924",924,"d","a",21930,NA,NA,0,NA,NA,"","SN","Saxony","DRS",NA,NA
"925",925,"d","c",15340,4,2015,1,39,2009,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2015-04-01,2009-09-28
"926",926,"d","c",18010,9,2007,0,NA,NA,"","BW","Baden-Wurttemberg","STR",2007-09-01,NA
"927",927,"a","a",140,4,2008,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2008-04-01,NA
"928",928,"a","c",1140,5,2013,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-05-01,2014-10-06
"929",929,"c","c",1130,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2011-10-03
"930",930,"a","a",3150,5,2005,0,NA,NA,"","HE","Hesse","FRA",2005-05-01,NA
"931",931,"c","a",240,9,2002,0,NA,NA,"","SN","Saxony","DRS",2002-09-01,NA
"932",932,"a","a",14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct","ST","Saxony-Anhalt","LEJ",2013-11-01,2009-09-14
"933",933,"c","a",1140,5,2011,1,14,2012,"Mar,Jun,Sept,Dec","BBMVTH","","TXL ",2011-05-01,2012-04-02
"934",934,"a","a",850,11,2012,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-11-01,2014-10-06
"935",935,"a","a",580,2,2008,0,NA,NA,"","NWRP","","DUS",2008-02-01,NA
"936",936,"d","a",18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec","NWRP","","DUS",2002-11-01,2011-11-28
"937",937,"a","a",3750,NA,NA,1,45,2009,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2009-11-09
"938",938,"a","a",3200,6,2005,0,NA,NA,"","NWRP","","DUS",2005-06-01,NA
"939",939,"d","a",6540,12,2007,0,NA,NA,"","HE","Hesse","FRA",2007-12-01,NA
"940",940,"c","c",5260,9,2012,0,NA,NA,"","BEHBHHNISH","","HAM",2012-09-01,NA
"941",941,"c","a",1270,9,2008,0,NA,NA,"","HE","Hesse","FRA",2008-09-01,NA
"942",942,"d","c",4820,3,2008,0,NA,NA,"","NWRP","","DUS",2008-03-01,NA
"943",943,"a","c",25360,10,2014,0,NA,NA,"","SN","Saxony","DRS",2014-10-01,NA
"944",944,"a","a",260,10,2006,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2006-10-01,2013-08-05
"945",945,"d","a",490,NA,NA,1,35,2010,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",NA,2010-08-30
"946",946,"c","a",4030,2,2015,0,NA,NA,"","BEHBHHNISH","","HAM",2015-02-01,NA
"947",947,"d","c",17340,6,2010,1,9,2011,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",2010-06-01,2011-02-28
"948",948,"d","a",18670,12,2005,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2005-12-01,NA
"949",949,"d","c",6860,NA,NA,1,18,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",NA,2011-05-02
"950",950,"a","a",3350,2,2010,0,NA,NA,"","BEHBHHNISH","","HAM",2010-02-01,NA
"951",951,"a","c",9200,10,2009,1,14,2012,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2009-10-01,2012-04-02
"952",952,"d","c",2330,NA,NA,1,49,2014,"Mar,Jun,Sept,Dec","BY","Bavaria","MUC",NA,2014-12-08
"953",953,"a","a",2040,6,2007,0,NA,NA,"","BEHBHHNISH","","HAM",2007-06-01,NA
"954",954,"c","a",550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-12-01,2014-10-06
"955",955,"a","a",21790,4,2005,1,18,2015,"Feb,May,Aug,Nov","ST","Saxony-Anhalt","LEJ",2005-04-01,2015-05-04
"956",956,"a","a",90,12,2012,1,14,2011,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2012-12-01,2011-04-04
"957",957,"d","a",NA,NA,NA,1,5,2013,"Feb,May,Aug,Nov","BY","Bavaria","MUC",NA,2013-02-04
"958",958,"a","a",2640,12,2005,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2005-12-01,2013-08-05
"959",959,"d","c",2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",1995-10-01,2011-07-04
"960",960,"a","c",15320,3,2011,1,14,2013,"Feb,May,Aug,Nov","BEHBHHNISH","","HAM",2011-03-01,2013-04-08
"961",961,"a","c",270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2013-04-01,2013-04-08
"962",962,"a","a",1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct","HE","Hesse","FRA",2010-07-01,2009-09-14
"963",963,"d","a",2590,9,2012,0,NA,NA,"","SN","Saxony","DRS",2012-09-01,NA
"964",964,"a","c",8260,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"965",965,"a","a",2890,10,2003,0,NA,NA,"","NWRP","","DUS",2003-10-01,NA
"966",966,"d","c",7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2012-11-01,2011-02-28
"967",967,"a","a",3560,10,2001,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",2001-10-01,2013-08-05
"968",968,"d","a",8990,NA,NA,1,31,2009,"Feb,May,Aug,Nov","HE","Hesse","FRA",NA,2009-08-03
"969",969,"a","c",5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct","BEHBHHNISH","","HAM",2011-09-01,2013-08-05
"970",970,"c","a",420,3,2006,0,NA,NA,"","ST","Saxony-Anhalt","LEJ",2006-03-01,NA
"971",971,"d","c",1090,NA,NA,1,31,2013,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2013-08-05
"972",972,"c","a",3850,11,2005,1,14,2011,"Jan,Apr,Jul,Oct","BBMVTH","","TXL ",2005-11-01,2011-04-04
"973",973,"d","c",3560,NA,NA,0,NA,NA,"","NWRP","","DUS",NA,NA
"974",974,"a","c",1650,9,2008,0,NA,NA,"","BEHBHHNISH","","HAM",2008-09-01,NA
"975",975,"d","c",1910,4,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-04-01,NA
"976",976,"a","a",1000,9,2008,0,NA,NA,"","NWRP","","DUS",2008-09-01,NA
"977",977,"a","a",7250,12,2013,0,NA,NA,"","NWRP","","DUS",2013-12-01,NA
"978",978,"d","a",1590,3,2012,0,NA,NA,"","HE","Hesse","FRA",2012-03-01,NA
"979",979,"c","a",1980,4,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-04-01,NA
"980",980,"d","c",2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-06-01,2011-05-30
"981",981,"d","c",1500,10,2005,0,NA,NA,"","NWRP","","DUS",2005-10-01,NA
"982",982,"a","a",14040,NA,NA,0,NA,NA,"","BW","Baden-Wurttemberg","STR",NA,NA
"983",983,"c","a",1600,8,2013,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2013-08-01,2014-10-06
"984",984,"a","a",2410,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2014-10-06
"985",985,"c","a",190,NA,NA,1,45,2009,"Feb,May,Aug,Nov","NWRP","","DUS",NA,2009-11-09
"986",986,"a","a",800,6,2007,0,NA,NA,"","NWRP","","DUS",2007-06-01,NA
"987",987,"c","c",530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec","NWRP","","DUS",2005-04-01,2010-08-30
"988",988,"a","c",290,NA,NA,1,40,2011,"Jan,Apr,Jul,Oct","NWRP","","DUS",NA,2011-10-03
"989",989,"a","c",9260,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"990",990,"a","a",80,6,2005,0,NA,NA,"","NWRP","","DUS",2005-06-01,NA
"991",991,"a","a",2540,6,2005,0,NA,NA,"","NWRP","","DUS",2005-06-01,NA
"992",992,"a","a",6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct","SN","Saxony","DRS",2003-11-01,2012-04-02
"993",993,"d","a",1760,NA,NA,1,10,2014,"Mar,Jun,Sept,Dec","HE","Hesse","FRA",NA,2014-03-10
"994",994,"a","a",40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct","NWRP","","DUS",2014-03-01,2014-01-06
"995",995,"a","a",1930,9,2009,0,NA,NA,"","BEHBHHNISH","","HAM",2009-09-01,NA
"996",996,"a","c",7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",2008-05-01,2012-07-02
"997",997,"a","c",29190,NA,NA,0,NA,NA,"","BEHBHHNISH","","HAM",NA,NA
"998",998,"a","c",3340,NA,NA,1,22,2012,"Mar,Jun,Sept,Dec","BW","Baden-Wurttemberg","STR",NA,2012-05-28
"999",999,"d","c",1040,NA,NA,1,27,2012,"Jan,Apr,Jul,Oct","BY","Bavaria","MUC",NA,2012-07-02
"1000",1000,"c","a",2410,NA,NA,1,35,2011,"Jan,Apr,Jul,Oct","BW","Baden-Wurttemberg","STR",NA,2011-08-29
